serial_attacking,player_name,club,position,assists_attacking,corner_taken_attacking,offsides_attacking,dribbles_attacking,match_played_attacking,serial_attempts,total_attempts_attempts,on_target_attempts,off_target_attempts,blocked_attempts,match_played_attempts,serial_goals,goals_goals,right_foot_goals,left_foot_goals,headers_goals,others_goals,inside_area_goals,outside_areas_goals,penalties_goals,match_played_goals,serial_disciplinary,fouls_committed_disciplinary,fouls_suffered_disciplinary,red_disciplinary,yellow_disciplinary,minutes_played_disciplinary,match_played_disciplinary,minutes_played_key_stats,match_played_key_stats,goals_key_stats,assists_key_stats,distance_covered_key_stats,cluster_offensive
,Carrasco,Atlético,Forward,,,,,,153.0,6.0,2.0,1.0,3.0,7.0,,,,,,,,,,,491.0,1.0,7.0,0.0,1.0,472.0,7.0,472.0,7.0,0.0,0.0,60.1,0
,Carson,Man. City,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1.0,0.0,0.0,1.1,3
64.0,Carvajal,Real Madrid,Defender,1.0,0.0,1.0,9.0,11.0,179.0,5.0,2.0,3.0,0.0,11.0,,,,,,,,,,,16.0,15.0,6.0,3.0,0.0,959.0,11.0,959.0,11.0,0.0,1.0,112.8,0
,Casemiro,Real Madrid,Midfielder,,,,,,80.0,10.0,2.0,6.0,2.0,11.0,,,,,,,,,,,6.0,17.0,18.0,3.0,0.0,914.0,11.0,914.0,11.0,0.0,0.0,107.6,0
,Castañeda,Sheriff,Midfielder,,,,,,219.0,4.0,2.0,1.0,1.0,5.0,,,,,,,,,,,201.0,5.0,5.0,0.0,0.0,357.0,5.0,357.0,5.0,0.0,0.0,45.5,3
,Casteels,Wolfsburg,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.0,5.0,0.0,0.0,30.8,3
,Cavani,Man. United,Forward,,,,,,440.0,1.0,0.0,1.0,0.0,4.0,,,,,,,,,,,417.0,2.0,1.0,1.0,0.0,75.0,4.0,75.0,4.0,0.0,0.0,11.7,3
,Ceballos,Real Madrid,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,5.0,0.0,0.0,7.8,3
,Celeadnic,Sheriff,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,1.0,0.0,0.0,4.7,3
,Chalobah,Chelsea,Defender,,,,,,277.0,3.0,1.0,2.0,0.0,3.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,326.0,3.0,0.0,1.0,0.0,175.0,3.0,175.0,3.0,1.0,0.0,20.4,3
,Chiellini,Juventus,Defender,,,,,,,,,,,,,,,,,,,,,,491.0,1.0,0.0,0.0,0.0,7.0,1.0,7.0,1.0,0.0,0.0,1.3,3
,Chiesa,Juventus,Forward,,,,,,44.0,13.0,4.0,8.0,1.0,4.0,43.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,201.0,5.0,11.0,0.0,0.0,336.0,4.0,336.0,4.0,2.0,0.0,37.5,2
,Chilwell,Chelsea,Defender,,,,,,113.0,8.0,1.0,6.0,1.0,4.0,,,,,,,,,,,417.0,2.0,1.0,0.0,0.0,188.0,4.0,188.0,4.0,0.0,0.0,23.3,3
,Chistiakov,Zenit,Defender,,,,,,179.0,5.0,1.0,2.0,2.0,5.0,,,,,,,,,,,107.0,7.0,1.0,2.0,1.0,444.0,5.0,444.0,5.0,0.0,0.0,50.8,0
,Choupo-Moting,Bayern,Midfielder,,,,,,277.0,3.0,1.0,1.0,1.0,4.0,73.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,417.0,2.0,1.0,0.0,0.0,49.0,4.0,49.0,4.0,1.0,0.0,6.7,3
64.0,Christensen,Chelsea,Defender,1.0,0.0,0.0,1.0,8.0,277.0,3.0,2.0,0.0,1.0,8.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,107.0,7.0,4.0,0.0,0.0,603.0,8.0,603.0,8.0,1.0,1.0,62.6,2
,Christiansen,Malmö,Midfielder,,,,,,179.0,5.0,1.0,3.0,1.0,4.0,,,,,,,,,,,326.0,3.0,3.0,1.0,0.0,328.0,4.0,328.0,4.0,0.0,0.0,41.9,3
,Chukwueze,Villarreal,Midfielder,,,,,,277.0,3.0,2.0,1.0,0.0,9.0,43.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,9.0,146.0,6.0,2.0,0.0,0.0,273.0,9.0,273.0,9.0,2.0,0.0,37,2
,Claudinho,Zenit,Midfielder,,,,,,44.0,13.0,4.0,6.0,3.0,6.0,43.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,107.0,7.0,8.0,1.0,0.0,460.0,6.0,460.0,6.0,2.0,0.0,55.8,2
,Clinton Mata,Club Brugge,Defender,,,,,,347.0,2.0,1.0,1.0,0.0,6.0,,,,,,,,,,,107.0,7.0,10.0,1.0,0.0,528.0,6.0,528.0,6.0,0.0,0.0,59.9,0
,Coates,Sporting CP,Defender,,,,,,130.0,7.0,2.0,4.0,1.0,6.0,43.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,491.0,1.0,3.0,1.0,0.0,540.0,6.0,540.0,6.0,2.0,0.0,50.9,2
,Cojocari,Sheriff,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.5,3
,Cojocaru,Sheriff,Midfielder,,,,,,,,,,,,,,,,,,,,,,491.0,1.0,0.0,1.0,0.0,15.0,2.0,15.0,2.0,0.0,0.0,3.6,3
12.0,Coman,Bayern,Forward,3.0,4.0,4.0,59.0,9.0,25.0,20.0,6.0,10.0,4.0,9.0,43.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,9.0,146.0,6.0,16.0,1.0,0.0,632.0,9.0,632.0,9.0,2.0,3.0,76.3,1
,Coquelin,Villarreal,Midfielder,,,,,,277.0,3.0,2.0,1.0,0.0,8.0,73.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,71.0,9.0,4.0,2.0,1.0,463.0,8.0,463.0,8.0,1.0,0.0,57.6,2
,Corona,Porto,Forward,,,,,,,,,,,,,,,,,,,,,,326.0,3.0,4.0,1.0,0.0,212.0,4.0,212.0,4.0,0.0,0.0,28,3
,Correa,Atlético,Forward,,,,,,98.0,9.0,3.0,4.0,2.0,10.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,55.0,10.0,8.0,2.0,0.0,401.0,10.0,401.0,10.0,1.0,0.0,49.6,2
,Correa,Inter,Forward,,,,,,440.0,1.0,1.0,0.0,0.0,5.0,,,,,,,,,,,491.0,1.0,2.0,0.0,0.0,106.0,5.0,106.0,5.0,0.0,0.0,14.8,3
,Courtois,Real Madrid,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1230.0,13.0,0.0,0.0,64.2,3
,Coutinho,Barcelona,Forward,,,,,,219.0,4.0,1.0,2.0,1.0,4.0,,,,,,,,,,,491.0,1.0,4.0,0.0,0.0,109.0,4.0,109.0,4.0,0.0,0.0,14.3,3
12.0,Cristiano,Sheriff,Defender,3.0,0.0,1.0,7.0,6.0,277.0,3.0,1.0,2.0,0.0,6.0,,,,,,,,,,,263.0,4.0,3.0,1.0,0.0,540.0,6.0,540.0,6.0,0.0,3.0,63.2,0
,Cuadrado,Juventus,Midfielder,,,,,,277.0,3.0,0.0,3.0,0.0,7.0,,,,,,,,,,,326.0,3.0,9.0,2.0,0.0,472.0,7.0,472.0,7.0,0.0,0.0,56.2,0
,D'Ambrosio,Inter,Defender,,,,,,347.0,2.0,0.0,2.0,0.0,3.0,,,,,,,,,,,263.0,4.0,1.0,1.0,0.0,147.0,3.0,147.0,3.0,0.0,0.0,19.2,3
,Da Graca,Juventus,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.8,3
,Dahlin,Malmö,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,491.0,1.0,0.0,1.0,0.0,315.0,4.0,315.0,4.0,0.0,0.0,14.2,3
24.0,Dahoud,Dortmund,Midfielder,2.0,7.0,1.0,3.0,4.0,153.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,417.0,2.0,2.0,0.0,0.0,212.0,4.0,212.0,4.0,0.0,2.0,28.2,0
,Dalot,Man. United,Defender,,,,,,219.0,4.0,1.0,2.0,1.0,3.0,,,,,,,,,,,201.0,5.0,0.0,1.0,0.0,233.0,3.0,233.0,3.0,0.0,0.0,21,3
,Daniel Bragança,Sporting CP,Midfielder,,,,,,277.0,3.0,1.0,1.0,1.0,5.0,,,,,,,,,,,326.0,3.0,6.0,1.0,0.0,131.0,5.0,131.0,5.0,0.0,0.0,18.9,3
64.0,Danilo,Juventus,Defender,1.0,0.0,0.0,1.0,5.0,347.0,2.0,0.0,0.0,2.0,5.0,,,,,,,,,,,263.0,4.0,6.0,0.0,0.0,450.0,5.0,450.0,5.0,0.0,1.0,49.9,0
,Danilo,Paris,Midfielder,,,,,,347.0,2.0,0.0,2.0,0.0,7.0,,,,,,,,,,,146.0,6.0,3.0,2.0,0.0,362.0,7.0,362.0,7.0,0.0,0.0,40.6,0
24.0,Danjuma,Villarreal,Midfielder,2.0,3.0,8.0,31.0,11.0,13.0,25.0,14.0,5.0,6.0,11.0,7.0,6.0,3.0,3.0,0.0,0.0,6.0,0.0,1.0,11.0,146.0,6.0,7.0,0.0,0.0,906.0,11.0,906.0,11.0,6.0,2.0,107.8,1
,Daramy,Ajax,Forward,,,,,,219.0,4.0,1.0,3.0,0.0,2.0,,,,,,,,,,,,,,,,,,52.0,2.0,0.0,0.0,6.4,3
,Darmian,Inter,Defender,,,,,,347.0,2.0,0.0,1.0,1.0,5.0,,,,,,,,,,,491.0,1.0,2.0,1.0,0.0,196.0,5.0,196.0,5.0,0.0,0.0,25.1,3
,David,LOSC,Forward,,,,,,52.0,12.0,5.0,5.0,2.0,8.0,23.0,3.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,8.0,263.0,4.0,12.0,0.0,0.0,679.0,8.0,679.0,8.0,3.0,0.0,86.1,2
24.0,Davies,Bayern,Midfielder,2.0,0.0,0.0,18.0,7.0,130.0,7.0,2.0,3.0,2.0,7.0,,,,,,,,,,,107.0,7.0,4.0,0.0,0.0,477.0,7.0,477.0,7.0,0.0,2.0,61.4,0
5.0,De Bruyne,Man. City,Midfielder,4.0,18.0,0.0,14.0,10.0,16.0,24.0,7.0,9.0,8.0,10.0,43.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,10.0,71.0,9.0,9.0,2.0,0.0,734.0,10.0,734.0,10.0,2.0,4.0,95.5,1
,De Gea,Man. United,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.0,7.0,0.0,0.0,26.4,3
64.0,De Ketelaere,Club Brugge,Forward,1.0,6.0,10.0,6.0,6.0,113.0,8.0,5.0,2.0,1.0,6.0,,,,,,,,,,,491.0,1.0,11.0,0.0,0.0,500.0,6.0,500.0,6.0,0.0,1.0,58.5,0
,De Ligt,Juventus,Defender,,,,,,440.0,1.0,0.0,0.0,1.0,7.0,,,,,,,,,,,326.0,3.0,2.0,2.0,0.0,627.0,7.0,627.0,7.0,0.0,0.0,71.5,0
,De Paul,Atlético,Midfielder,,,,,,44.0,13.0,4.0,6.0,3.0,9.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,31.0,12.0,13.0,2.0,0.0,577.0,9.0,577.0,9.0,1.0,0.0,74.5,2
,De Pena,Dynamo Kyiv,Midfielder,,,,,,219.0,4.0,2.0,0.0,2.0,6.0,,,,,,,,,,,,,,,,,,375.0,6.0,0.0,0.0,49,3
,De Roon,Atalanta,Midfielder,,,,,,347.0,2.0,0.0,1.0,1.0,6.0,,,,,,,,,,,55.0,10.0,1.0,2.0,0.0,484.0,6.0,484.0,6.0,0.0,0.0,62.1,0
64.0,De Sciglio,Juventus,Defender,1.0,0.0,0.0,4.0,4.0,,,,,,,,,,,,,,,,,201.0,5.0,2.0,0.0,0.0,286.0,4.0,286.0,4.0,0.0,1.0,33.3,3
,De Vrij,Inter,Defender,,,,,,219.0,4.0,3.0,1.0,0.0,6.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,201.0,5.0,2.0,0.0,0.0,487.0,6.0,487.0,6.0,1.0,0.0,55.4,2
,De Winter,Juventus,Defender,,,,,,,,,,,,,,,,,,,,,,491.0,1.0,1.0,0.0,0.0,81.0,2.0,81.0,2.0,0.0,0.0,10.8,3
,Delaney,Sevilla,Midfielder,,,,,,440.0,1.0,0.0,0.0,1.0,4.0,,,,,,,,,,,263.0,4.0,2.0,2.0,0.0,200.0,4.0,200.0,4.0,0.0,0.0,28.1,3
,Delap,Man. City,Forward,,,,,,,,,,,,,,,,,,,,,,417.0,2.0,0.0,0.0,0.0,6.0,1.0,6.0,1.0,0.0,0.0,1.2,3
,Dembélé,Barcelona,Forward,,,,,,219.0,4.0,1.0,2.0,1.0,3.0,,,,,,,,,,,491.0,1.0,2.0,0.0,0.0,122.0,3.0,122.0,3.0,0.0,0.0,14.8,3
,Demir,Barcelona,Midfielder,,,,,,347.0,2.0,1.0,1.0,0.0,3.0,,,,,,,,,,,491.0,1.0,1.0,0.0,0.0,101.0,3.0,101.0,3.0,0.0,0.0,12.8,3
,Demiral,Atalanta,Defender,,,,,,347.0,2.0,2.0,0.0,0.0,6.0,73.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,263.0,4.0,2.0,1.0,0.0,370.0,6.0,370.0,6.0,1.0,0.0,42.2,2
,Dentinho,Shakhtar Donetsk,Midfielder,,,,,,,,,,,,,,,,,,,,,,491.0,1.0,0.0,1.0,0.0,4.0,1.0,4.0,1.0,0.0,0.0,1,3
,Depay,Barcelona,Forward,,,,,,153.0,6.0,0.0,1.0,5.0,6.0,,,,,,,,,,,326.0,3.0,6.0,0.0,0.0,525.0,6.0,525.0,6.0,0.0,0.0,64.4,0
,Dest,Barcelona,Defender,,,,,,277.0,3.0,1.0,1.0,1.0,4.0,,,,,,,,,,,326.0,3.0,3.0,1.0,0.0,230.0,4.0,230.0,4.0,0.0,0.0,30.2,3
64.0,Di María,Paris,Forward,1.0,8.0,1.0,3.0,5.0,113.0,8.0,2.0,4.0,2.0,5.0,,,,,,,,,,,263.0,4.0,2.0,0.0,0.0,260.0,5.0,260.0,5.0,0.0,1.0,32.1,0
,Dia,Villarreal,Forward,,,,,,179.0,5.0,2.0,1.0,2.0,8.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,326.0,3.0,3.0,0.0,0.0,258.0,8.0,258.0,8.0,1.0,0.0,33.3,2
,Diallo,Man. United,Midfielder,,,,,,347.0,2.0,1.0,0.0,1.0,1.0,,,,,,,,,,,491.0,1.0,1.0,0.0,0.0,68.0,1.0,68.0,1.0,0.0,0.0,8.3,3
,Diallo,Paris,Defender,,,,,,,,,,,,,,,,,,,,,,263.0,4.0,0.0,0.0,0.0,165.0,2.0,165.0,2.0,0.0,0.0,17.9,3
,Diawara,Malmö,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,3.0,0.0,0.0,11.1,3
,Diego Carlos,Sevilla,Defender,,,,,,219.0,4.0,1.0,3.0,0.0,6.0,,,,,,,,,,,491.0,1.0,3.0,2.0,0.0,539.0,6.0,539.0,6.0,0.0,0.0,58.7,0
,Dimarco,Inter,Defender,,,,,,153.0,6.0,2.0,2.0,2.0,7.0,,,,,,,,,,,326.0,3.0,2.0,1.0,0.0,283.0,7.0,283.0,7.0,0.0,0.0,36.3,0
,Dina Ebimbe,Paris,Midfielder,,,,,,440.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,7.0,1.0,0.0,0.0,1.2,3
,Diogo Costa,Porto,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.0,6.0,0.0,0.0,31.7,3
,Diogo Gonçalves,Benfica,Midfielder,,,,,,347.0,2.0,1.0,1.0,0.0,5.0,,,,,,,,,,,,,,,,,,131.0,5.0,0.0,0.0,18,3
64.0,Diogo Jota,Liverpool,Forward,1.0,0.0,4.0,19.0,11.0,31.0,16.0,7.0,4.0,5.0,11.0,73.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0,40.0,11.0,6.0,2.0,0.0,578.0,11.0,578.0,11.0,1.0,1.0,73.9,2
,Djimsiti,Atalanta,Defender,,,,,,,,,,,,,,,,,,,,,,326.0,3.0,1.0,0.0,0.0,260.0,5.0,260.0,5.0,0.0,0.0,31.5,3
,Dodô,Shakhtar Donetsk,Defender,,,,,,130.0,7.0,2.0,4.0,1.0,6.0,,,,,,,,,,,201.0,5.0,8.0,0.0,0.0,540.0,6.0,540.0,6.0,0.0,0.0,64.5,0
,Donnarumma,Paris,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.0,5.0,0.0,0.0,27.5,3
,Dost,Club Brugge,Forward,,,,,,347.0,2.0,1.0,1.0,0.0,3.0,,,,,,,,,,,417.0,2.0,1.0,0.0,0.0,68.0,3.0,68.0,3.0,0.0,0.0,8.6,3
24.0,Douglas Santos,Zenit,Defender,2.0,6.0,1.0,3.0,5.0,179.0,5.0,0.0,3.0,2.0,5.0,,,,,,,,,,,263.0,4.0,6.0,0.0,0.0,444.0,5.0,444.0,5.0,0.0,2.0,50.5,0
,Draxler,Paris,Forward,,,,,,347.0,2.0,0.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,136.0,3.0,0.0,0.0,15.1,3
,Dulanto,Sheriff,Defender,,,,,,277.0,3.0,0.0,3.0,0.0,6.0,,,,,,,,,,,201.0,5.0,1.0,3.0,0.0,540.0,6.0,540.0,6.0,0.0,0.0,53,0
64.0,Dumfries,Inter,Defender,1.0,0.0,0.0,5.0,7.0,153.0,6.0,1.0,4.0,1.0,7.0,,,,,,,,,,,31.0,12.0,7.0,1.0,0.0,467.0,7.0,467.0,7.0,0.0,1.0,60.2,0
64.0,Dybala,Juventus,Forward,1.0,2.0,0.0,8.0,5.0,52.0,12.0,5.0,7.0,0.0,5.0,23.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,5.0,417.0,2.0,6.0,0.0,0.0,255.0,5.0,255.0,5.0,3.0,1.0,30.6,2
64.0,Dzyuba,Zenit,Forward,1.0,0.0,2.0,1.0,6.0,153.0,6.0,1.0,3.0,2.0,6.0,,,,,,,,,,,491.0,1.0,3.0,0.0,0.0,277.0,6.0,277.0,6.0,0.0,1.0,31.2,0
,Dário Essugo,Sporting CP,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,0.0,0.0,1.8,3
64.0,Džeko,Inter,Forward,1.0,0.0,2.0,4.0,7.0,13.0,25.0,12.0,6.0,7.0,7.0,23.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,7.0,326.0,3.0,10.0,0.0,0.0,541.0,7.0,541.0,7.0,3.0,1.0,64.6,1
,E. Hazard,Real Madrid,Forward,,,,,,277.0,3.0,3.0,0.0,0.0,3.0,,,,,,,,,,,491.0,1.0,3.0,0.0,0.0,84.0,3.0,84.0,3.0,0.0,0.0,10.8,3
,Ederson,Man. City,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003.0,11.0,0.0,0.0,51.6,3
,Edwards,Sporting CP,Forward,,,,,,440.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,32.0,1.0,0.0,0.0,4,3
,Egan-Riley,Man. City,Defender,,,,,,,,,,,,,,,,,,,,,,491.0,1.0,0.0,0.0,0.0,90.0,1.0,90.0,1.0,0.0,0.0,10.8,3
,Eile,Malmö,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,0.0,0.8,3
,Elanga,Man. United,Forward,,,,,,219.0,4.0,3.0,1.0,0.0,3.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,326.0,3.0,2.0,0.0,0.0,172.0,3.0,172.0,3.0,1.0,0.0,23,3
,Elia,Young Boys,Forward,,,,,,80.0,10.0,3.0,7.0,0.0,6.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,146.0,6.0,6.0,1.0,0.0,489.0,6.0,489.0,6.0,1.0,0.0,49.1,2
,Elliott,Liverpool,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,1.0,0.0,0.0,7.9,3
,Emre Can,Dortmund,Defender,,,,,,,,,,,,,,,,,,,,,,491.0,1.0,1.0,0.0,1.0,74.0,2.0,74.0,2.0,0.0,0.0,8.4,3
,En-Nesyri,Sevilla,Forward,,,,,,277.0,3.0,0.0,2.0,1.0,2.0,,,,,,,,,,,201.0,5.0,3.0,3.0,1.0,83.0,2.0,83.0,2.0,0.0,0.0,10.2,3
,Eric García,Barcelona,Defender,,,,,,347.0,2.0,0.0,1.0,1.0,4.0,,,,,,,,,,,146.0,6.0,1.0,3.0,1.0,247.0,4.0,247.0,4.0,0.0,0.0,29.7,0
,Eric Ramirez,Dynamo Kyiv,Forward,,,,,,,,,,,,,,,,,,,,,,491.0,1.0,0.0,0.0,0.0,16.0,2.0,16.0,2.0,0.0,0.0,2.7,3
,Erokhin,Zenit,Midfielder,,,,,,219.0,4.0,0.0,2.0,2.0,6.0,,,,,,,,,,,417.0,2.0,2.0,0.0,0.0,104.0,6.0,104.0,6.0,0.0,0.0,15.7,3
,Ersin Destanoğlu,Beşiktaş,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.0,5.0,0.0,0.0,29.3,3
,Esteves,Sporting CP,Defender,,,,,,440.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,491.0,1.0,2.0,0.0,0.0,73.0,1.0,73.0,1.0,0.0,0.0,8.4,3
,Estupiñán,Villarreal,Defender,,,,,,440.0,1.0,0.0,0.0,1.0,10.0,,,,,,,,,,,107.0,7.0,3.0,2.0,0.0,645.0,10.0,645.0,10.0,0.0,0.0,76.4,0
,Evanilson,Porto,Forward,,,,,,219.0,4.0,1.0,2.0,1.0,4.0,,,,,,,,,,,71.0,9.0,15.0,0.0,0.0,313.0,4.0,313.0,4.0,0.0,0.0,34.9,0
,Everton,Benfica,Forward,,,,,,98.0,9.0,4.0,4.0,1.0,9.0,,,,,,,,,,,146.0,6.0,9.0,0.0,0.0,543.0,9.0,543.0,9.0,0.0,0.0,67.1,0
,F. Nmecha,Wolfsburg,Midfielder,,,,,,,,,,,,,,,,,,,,,,491.0,1.0,1.0,0.0,0.0,36.0,2.0,36.0,2.0,0.0,0.0,6.6,3
,F. de Jong,Barcelona,Midfielder,,,,,,277.0,3.0,1.0,1.0,1.0,6.0,,,,,,,,,,,263.0,4.0,7.0,1.0,0.0,523.0,6.0,523.0,6.0,0.0,0.0,69,0
,Fabinho,Liverpool,Midfielder,,,,,,179.0,5.0,1.0,2.0,2.0,13.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,20.0,14.0,11.0,1.0,0.0,849.0,13.0,849.0,13.0,1.0,0.0,105.5,2
,Faivre,Young Boys,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,3.0,0.0,0.0,20.5,3
,Fassnacht,Young Boys,Midfielder,,,,,,113.0,8.0,3.0,4.0,1.0,3.0,,,,,,,,,,,417.0,2.0,0.0,1.0,0.0,269.0,3.0,269.0,3.0,0.0,0.0,23.3,3
,Fati,Barcelona,Forward,,,,,,219.0,4.0,1.0,1.0,2.0,3.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,146.0,6.0,2.0,0.0,0.0,154.0,3.0,154.0,3.0,1.0,0.0,19.7,3
