serial_attacking,player_name,club,position,assists_attacking,corner_taken_attacking,offsides_attacking,dribbles_attacking,match_played_attacking,serial_attempts,total_attempts_attempts,on_target_attempts,off_target_attempts,blocked_attempts,match_played_attempts,serial_goals,goals_goals,right_foot_goals,left_foot_goals,headers_goals,others_goals,inside_area_goals,outside_areas_goals,penalties_goals,match_played_goals,serial_disciplinary,fouls_committed_disciplinary,fouls_suffered_disciplinary,red_disciplinary,yellow_disciplinary,minutes_played_disciplinary,match_played_disciplinary,minutes_played_key_stats,match_played_key_stats,goals_key_stats,assists_key_stats,distance_covered_key_stats,cluster_offensive
,Matheus Reis,Sporting CP,Defender,,,,,,219.0,4.0,0.0,3.0,1.0,8.0,,,,,,,,,,,146.0,6.0,8.0,0.0,0.0,611.0,8.0,611.0,8.0,0.0,0.0,75.3,0
,Matip,Liverpool,Defender,,,,,,179.0,5.0,2.0,2.0,1.0,7.0,,,,,,,,,,,146.0,6.0,1.0,1.0,0.0,630.0,7.0,630.0,7.0,0.0,0.0,66.2,0
,Matić,Man. United,Midfielder,,,,,,440.0,1.0,0.0,1.0,0.0,8.0,,,,,,,,,,,417.0,2.0,4.0,2.0,0.0,194.0,8.0,194.0,8.0,0.0,0.0,24.6,0
,Matviyenko,Shakhtar Donetsk,Defender,,,,,,347.0,2.0,0.0,2.0,0.0,4.0,,,,,,,,,,,417.0,2.0,3.0,0.0,0.0,360.0,4.0,360.0,4.0,0.0,0.0,43,3
,Maycon,Shakhtar Donetsk,Midfielder,,,,,,179.0,5.0,0.0,2.0,3.0,6.0,,,,,,,,,,,201.0,5.0,1.0,0.0,0.0,473.0,6.0,473.0,6.0,0.0,0.0,62.9,0
24.0,Mazraoui,Ajax,Defender,2.0,0.0,0.0,13.0,8.0,98.0,9.0,3.0,3.0,3.0,8.0,,,,,,,,,,,71.0,9.0,8.0,1.0,0.0,661.0,8.0,661.0,8.0,0.0,2.0,81.5,0
,Mbabu,Wolfsburg,Defender,,,,,,440.0,1.0,0.0,1.0,0.0,6.0,,,,,,,,,,,107.0,7.0,3.0,2.0,0.0,328.0,6.0,328.0,6.0,0.0,0.0,38.6,0
,Mbamba-Muanda,Club Brugge,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,3.0,0.0,0.0,8.7,3
5.0,Mbappé,Paris,Forward,4.0,4.0,8.0,43.0,8.0,8.0,27.0,16.0,6.0,5.0,8.0,7.0,6.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,326.0,3.0,11.0,1.0,0.0,673.0,8.0,673.0,8.0,6.0,4.0,65.2,1
,Mbemba,Porto,Defender,,,,,,347.0,2.0,0.0,1.0,1.0,5.0,,,,,,,,,,,326.0,3.0,4.0,2.0,1.0,450.0,5.0,450.0,5.0,0.0,0.0,46.5,0
,Mbete,Man. City,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,0.0,0.0,1.1,3
,McAtee,Man. City,Midfielder,,,,,,,,,,,,,,,,,,,,,,491.0,1.0,2.0,0.0,0.0,45.0,1.0,45.0,1.0,0.0,0.0,6.2,3
,McKennie,Juventus,Midfielder,,,,,,130.0,7.0,3.0,3.0,1.0,6.0,,,,,,,,,,,326.0,3.0,2.0,0.0,0.0,388.0,6.0,388.0,6.0,0.0,0.0,51.9,0
,McTominay,Man. United,Midfielder,,,,,,219.0,4.0,1.0,2.0,1.0,5.0,,,,,,,,,,,107.0,7.0,4.0,1.0,0.0,400.0,5.0,400.0,5.0,0.0,0.0,53.8,0
,Mechele,Club Brugge,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,3.0,0.0,0.0,16.5,3
,Mehmet Topal,Beşiktaş,Midfielder,,,,,,277.0,3.0,0.0,0.0,3.0,3.0,,,,,,,,,,,491.0,1.0,1.0,0.0,0.0,261.0,3.0,261.0,3.0,0.0,0.0,29.6,3
,Meite,Benfica,Midfielder,,,,,,440.0,1.0,0.0,1.0,0.0,3.0,,,,,,,,,,,491.0,1.0,7.0,0.0,0.0,155.0,3.0,155.0,3.0,0.0,0.0,19.9,3
,Mendy,Chelsea,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.0,9.0,0.0,0.0,57.4,3
24.0,Mendy,Real Madrid,Defender,2.0,0.0,0.0,8.0,10.0,347.0,2.0,0.0,2.0,0.0,10.0,,,,,,,,,,,107.0,7.0,7.0,3.0,0.0,867.0,10.0,867.0,10.0,0.0,2.0,96.3,0
,Mengi,Man. United,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,1.0,0.0,0.0,3.7,3
,Meraş,Beşiktaş,Defender,,,,,,,,,,,,,,,,,,,,,,491.0,1.0,2.0,0.0,0.0,253.0,3.0,253.0,3.0,0.0,0.0,29.9,3
,Messi,Paris,Forward,,,,,,10.0,26.0,10.0,8.0,8.0,7.0,12.0,5.0,0.0,5.0,0.0,0.0,3.0,2.0,2.0,7.0,326.0,3.0,11.0,1.0,0.0,630.0,7.0,630.0,7.0,5.0,0.0,58.7,1
,Messias Junior,Milan,Forward,,,,,,440.0,1.0,1.0,0.0,0.0,2.0,73.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,417.0,2.0,4.0,0.0,0.0,115.0,2.0,115.0,2.0,1.0,0.0,15.6,3
64.0,Meunier,Dortmund,Defender,1.0,0.0,1.0,7.0,6.0,440.0,1.0,1.0,0.0,0.0,6.0,,,,,,,,,,,146.0,6.0,1.0,1.0,0.0,484.0,6.0,484.0,6.0,0.0,1.0,65.6,0
,Mignolet,Club Brugge,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.0,6.0,0.0,0.0,33.2,3
,Miguel Gutiérrez,Real Madrid,Defender,,,,,,440.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,66.0,1.0,0.0,0.0,7.7,3
64.0,Milner,Liverpool,Midfielder,1.0,4.0,0.0,1.0,8.0,347.0,2.0,1.0,0.0,1.0,8.0,,,,,,,,,,,31.0,12.0,4.0,3.0,0.0,211.0,8.0,211.0,8.0,0.0,1.0,32.0,0
,Minamino,Liverpool,Forward,,,,,,347.0,2.0,0.0,2.0,0.0,4.0,,,,,,,,,,,326.0,3.0,3.0,0.0,0.0,215.0,4.0,215.0,4.0,0.0,0.0,29.7,3
,Mingueza,Barcelona,Defender,,,,,,,,,,,,,,,,,,,,,,107.0,7.0,1.0,0.0,0.0,219.0,5.0,219.0,5.0,0.0,0.0,27.2,3
,Miretti,Juventus,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.8,3
5.0,Modrić,Real Madrid,Midfielder,4.0,10.0,0.0,8.0,13.0,40.0,14.0,5.0,3.0,6.0,13.0,,,,,,,,,,,326.0,3.0,8.0,1.0,0.0,1077.0,13.0,1077.0,13.0,0.0,4.0,124.5,0
64.0,Moi Gómez,Villarreal,Midfielder,1.0,0.0,0.0,4.0,6.0,219.0,4.0,2.0,0.0,2.0,6.0,,,,,,,,,,,326.0,3.0,0.0,0.0,0.0,222.0,6.0,222.0,6.0,0.0,1.0,32,0
,Moisander,Malmö,Defender,,,,,,,,,,,,,,,,,,,,,,491.0,1.0,1.0,1.0,0.0,187.0,3.0,187.0,3.0,0.0,0.0,22,3
,Montero,Beşiktaş,Defender,,,,,,440.0,1.0,1.0,0.0,0.0,4.0,73.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,263.0,4.0,3.0,2.0,0.0,306.0,4.0,306.0,4.0,1.0,0.0,34.6,2
,Montiel,Sevilla,Defender,,,,,,440.0,1.0,1.0,0.0,0.0,4.0,,,,,,,,,,,491.0,1.0,2.0,1.0,0.0,186.0,4.0,186.0,4.0,0.0,0.0,24.9,3
,Morata,Juventus,Forward,,,,,,26.0,18.0,7.0,8.0,3.0,7.0,43.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,7.0,201.0,5.0,13.0,0.0,0.0,520.0,7.0,520.0,7.0,2.0,0.0,60.2,2
,Morato,Benfica,Defender,,,,,,440.0,1.0,1.0,0.0,0.0,2.0,73.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,491.0,1.0,0.0,0.0,0.0,180.0,2.0,180.0,2.0,1.0,0.0,19.6,3
,Moreno,Villarreal,Defender,,,,,,277.0,3.0,2.0,1.0,0.0,7.0,73.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,201.0,5.0,3.0,2.0,0.0,309.0,7.0,309.0,7.0,1.0,0.0,41.7,2
,Moriba,Leipzig,Midfielder,,,,,,347.0,2.0,0.0,0.0,2.0,3.0,,,,,,,,,,,417.0,2.0,2.0,1.0,0.0,60.0,3.0,60.0,3.0,0.0,0.0,8.7,3
,Morton,Liverpool,Midfielder,,,,,,,,,,,,,,,,,,,,,,491.0,1.0,1.0,0.0,0.0,180.0,2.0,180.0,2.0,0.0,0.0,23.5,3
,Mostovoy,Zenit,Midfielder,,,,,,347.0,2.0,1.0,1.0,0.0,5.0,,,,,,,,,,,417.0,2.0,2.0,0.0,0.0,150.0,5.0,150.0,5.0,0.0,0.0,20.9,3
,Moukoko,Dortmund,Forward,,,,,,347.0,2.0,0.0,1.0,1.0,1.0,,,,,,,,,,,417.0,2.0,0.0,1.0,0.0,20.0,1.0,20.0,1.0,0.0,0.0,3.2,3
64.0,Moumi Ngamaleu,Young Boys,Midfielder,1.0,1.0,0.0,34.0,6.0,69.0,11.0,2.0,5.0,4.0,6.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,55.0,10.0,13.0,2.0,0.0,532.0,6.0,532.0,6.0,1.0,1.0,57.2,2
24.0,Mount,Chelsea,Midfielder,2.0,7.0,0.0,6.0,7.0,69.0,11.0,3.0,5.0,3.0,7.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,55.0,10.0,6.0,0.0,0.0,538.0,7.0,538.0,7.0,1.0,2.0,60.3,2
,Mudryk,Shakhtar Donetsk,Midfielder,,,,,,219.0,4.0,4.0,0.0,0.0,6.0,,,,,,,,,,,326.0,3.0,4.0,1.0,0.0,179.0,6.0,179.0,6.0,0.0,0.0,24.2,3
64.0,Mukiele,Leipzig,Defender,1.0,0.0,0.0,3.0,6.0,179.0,5.0,2.0,2.0,1.0,6.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,71.0,9.0,8.0,0.0,0.0,484.0,6.0,484.0,6.0,1.0,1.0,57,2
,Munir,Sevilla,Forward,,,,,,179.0,5.0,0.0,2.0,3.0,4.0,,,,,,,,,,,326.0,3.0,6.0,0.0,0.0,204.0,4.0,204.0,4.0,0.0,0.0,26.4,3
,Muriel,Atalanta,Forward,,,,,,113.0,8.0,4.0,2.0,2.0,5.0,73.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,417.0,2.0,3.0,1.0,0.0,130.0,5.0,130.0,5.0,1.0,0.0,16.9,2
64.0,Musiala,Bayern,Midfielder,1.0,0.0,1.0,20.0,8.0,80.0,10.0,3.0,2.0,5.0,8.0,73.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,201.0,5.0,5.0,0.0,0.0,448.0,8.0,448.0,8.0,1.0,1.0,59,2
,Musso,Atalanta,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.0,6.0,0.0,0.0,32.7,3
,Mykolenko,Dynamo Kyiv,Defender,,,,,,347.0,2.0,1.0,1.0,0.0,5.0,,,,,,,,,,,326.0,3.0,5.0,0.0,0.0,450.0,5.0,450.0,5.0,0.0,0.0,56.4,3
64.0,Mæhle,Atalanta,Defender,1.0,0.0,1.0,11.0,5.0,277.0,3.0,0.0,2.0,1.0,5.0,,,,,,,,,,,326.0,3.0,7.0,0.0,0.0,435.0,5.0,435.0,5.0,0.0,1.0,56.4,0
12.0,Müller,Bayern,Forward,3.0,10.0,8.0,2.0,10.0,40.0,14.0,8.0,3.0,3.0,10.0,16.0,4.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,10.0,40.0,11.0,3.0,0.0,0.0,778.0,10.0,778.0,10.0,4.0,3.0,98.5,1
,N'Koudou,Beşiktaş,Midfielder,,,,,,440.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,90.0,1.0,0.0,0.0,10.9,3
,N'Sakala,Beşiktaş,Defender,,,,,,440.0,1.0,0.0,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,270.0,3.0,0.0,0.0,30.1,3
,N. Williams,Liverpool,Defender,,,,,,277.0,3.0,1.0,1.0,1.0,3.0,,,,,,,,,,,263.0,4.0,4.0,0.0,0.0,180.0,3.0,180.0,3.0,0.0,0.0,23.5,3
,Nacho,Real Madrid,Defender,,,,,,440.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,107.0,7.0,7.0,2.0,0.0,574.0,9.0,574.0,9.0,0.0,0.0,61.9,0
,Nalić,Malmö,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,5.0,0.0,0.0,13.6,3
,Nanasi,Malmö,Midfielder,,,,,,440.0,1.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,89.0,2.0,0.0,0.0,12.4,3
,Navas,Paris,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,3.0,0.0,0.0,13.7,3
,Necip Uysal,Beşiktaş,Midfielder,,,,,,,,,,,,,,,,,,,,,,417.0,2.0,1.0,0.0,0.0,189.0,3.0,189.0,3.0,0.0,0.0,19.8,3
,Neres,Ajax,Forward,,,,,,153.0,6.0,3.0,1.0,2.0,5.0,73.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,326.0,3.0,0.0,0.0,0.0,203.0,5.0,203.0,5.0,1.0,0.0,24,2
64.0,Neuer,Bayern,Goalkeeper,1.0,0.0,0.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,810.0,9.0,0.0,1.0,51.2,3
64.0,Neymar,Paris,Forward,1.0,7.0,1.0,27.0,6.0,80.0,10.0,1.0,5.0,4.0,6.0,,,,,,,,,,,263.0,4.0,20.0,1.0,0.0,468.0,6.0,468.0,6.0,0.0,1.0,55.6,0
,Nianzou,Bayern,Midfielder,,,,,,,,,,,,,,,,,,,,,,146.0,6.0,2.0,1.0,0.0,212.0,4.0,212.0,4.0,0.0,0.0,25.4,3
,Nico González,Barcelona,Midfielder,,,,,,277.0,3.0,0.0,0.0,3.0,4.0,,,,,,,,,,,146.0,6.0,3.0,1.0,0.0,247.0,4.0,247.0,4.0,0.0,0.0,33.6,3
,Nikolov,Sheriff,Midfielder,,,,,,277.0,3.0,1.0,1.0,1.0,5.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,263.0,4.0,3.0,0.0,0.0,97.0,5.0,97.0,5.0,1.0,0.0,14.6,2
,Nkunku,Leipzig,Midfielder,,,,,,28.0,17.0,11.0,4.0,2.0,6.0,5.0,7.0,3.0,1.0,3.0,0.0,7.0,0.0,0.0,6.0,55.0,10.0,8.0,0.0,0.0,531.0,6.0,531.0,6.0,7.0,0.0,62.8,1
64.0,Novoa,Leipzig,Midfielder,1.0,0.0,0.0,1.0,1.0,440.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,24.0,1.0,0.0,1.0,3.6,3
,Nsoki,Club Brugge,Defender,,,,,,,,,,,,,,,,,,,,,,107.0,7.0,2.0,1.0,0.0,484.0,6.0,484.0,6.0,0.0,0.0,56.8,3
,Nuno Mendes,Paris,Defender,,,,,,347.0,2.0,2.0,0.0,0.0,8.0,,,,,,,,,,,201.0,5.0,10.0,1.0,0.0,581.0,8.0,581.0,8.0,0.0,0.0,62.2,0
,Nuno Santos,Sporting CP,Forward,,,,,,347.0,2.0,1.0,1.0,0.0,7.0,73.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,491.0,1.0,2.0,0.0,0.0,218.0,7.0,218.0,7.0,1.0,0.0,28.9,2
,Núñez,Benfica,Forward,,,,,,36.0,15.0,8.0,7.0,0.0,10.0,7.0,6.0,5.0,0.0,1.0,0.0,6.0,0.0,1.0,10.0,146.0,6.0,7.0,1.0,0.0,613.0,10.0,613.0,10.0,6.0,0.0,72.4,1
,Oblak,Atlético,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.0,10.0,0.0,0.0,52.7,3
64.0,Ocampos,Sevilla,Midfielder,1.0,1.0,1.0,16.0,6.0,52.0,12.0,3.0,7.0,2.0,6.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,263.0,4.0,18.0,2.0,0.0,463.0,6.0,463.0,6.0,1.0,1.0,50.6,2
,Okafor,Salzburg,Midfielder,,,,,,130.0,7.0,5.0,1.0,1.0,6.0,23.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,201.0,5.0,2.0,1.0,0.0,345.0,6.0,345.0,6.0,3.0,0.0,40,2
64.0,Olmo,Leipzig,Forward,1.0,0.0,0.0,5.0,2.0,347.0,2.0,0.0,1.0,1.0,2.0,,,,,,,,,,,326.0,3.0,4.0,0.0,0.0,88.0,2.0,88.0,2.0,0.0,1.0,10.9,3
,Onana,Ajax,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,2.0,0.0,0.0,8.4,3
,Onana,LOSC,Midfielder,,,,,,347.0,2.0,0.0,1.0,1.0,8.0,,,,,,,,,,,491.0,1.0,3.0,0.0,0.0,257.0,8.0,257.0,8.0,0.0,0.0,34.9,0
,Onguéné,Salzburg,Defender,,,,,,,,,,,,,,,,,,,,,,201.0,5.0,5.0,1.0,0.0,437.0,5.0,437.0,5.0,0.0,0.0,48.3,3
,Orbán,Leipzig,Defender,,,,,,,,,,,,,,,,,,,,,,263.0,4.0,3.0,1.0,0.0,315.0,4.0,315.0,4.0,0.0,0.0,35.6,3
64.0,Origi,Liverpool,Forward,1.0,0.0,0.0,3.0,7.0,52.0,12.0,2.0,8.0,2.0,7.0,73.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,263.0,4.0,6.0,0.0,0.0,187.0,7.0,187.0,7.0,1.0,1.0,23.8,2
,Otamendi,Benfica,Defender,,,,,,219.0,4.0,1.0,3.0,0.0,9.0,,,,,,,,,,,6.0,17.0,11.0,2.0,0.0,810.0,9.0,810.0,9.0,0.0,0.0,91.2,0
,Otávio,Porto,Midfielder,,,,,,153.0,6.0,0.0,4.0,2.0,6.0,,,,,,,,,,,31.0,12.0,8.0,1.0,0.0,450.0,6.0,450.0,6.0,0.0,0.0,53.8,0
64.0,Oxlade-Chamberlain,Liverpool,Midfielder,1.0,9.0,0.0,6.0,6.0,80.0,10.0,3.0,4.0,3.0,6.0,,,,,,,,,,,417.0,2.0,2.0,0.0,0.0,300.0,6.0,300.0,6.0,0.0,1.0,38.6,0
,Ozdoev,Zenit,Midfielder,,,,,,440.0,1.0,1.0,0.0,0.0,1.0,73.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,11.0,1.0,1.0,0.0,2.2,3
,Oğuzhan Özyakup,Beşiktaş,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,2.0,0.0,0.0,7.4,3
,Palmer,Man. City,Midfielder,,,,,,347.0,2.0,2.0,0.0,0.0,3.0,73.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,,,,,,,,40.0,3.0,1.0,0.0,7,3
64.0,Palomino,Atalanta,Defender,1.0,0.0,1.0,0.0,5.0,277.0,3.0,1.0,1.0,1.0,5.0,73.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,201.0,5.0,0.0,1.0,0.0,450.0,5.0,450.0,5.0,1.0,1.0,50.5,2
,Paredes,Paris,Midfielder,,,,,,440.0,1.0,0.0,1.0,0.0,5.0,,,,,,,,,,,107.0,7.0,5.0,3.0,0.0,315.0,5.0,315.0,5.0,0.0,0.0,36.9,0
12.0,Parejo,Villarreal,Midfielder,3.0,36.0,0.0,4.0,12.0,179.0,5.0,1.0,4.0,0.0,12.0,73.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,263.0,4.0,17.0,2.0,0.0,1055.0,12.0,1055.0,12.0,1.0,3.0,130.9,2
,Passlack,Dortmund,Midfielder,,,,,,440.0,1.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,60.0,2.0,0.0,0.0,7.6,3
,Pasveer,Ajax,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.0,6.0,0.0,0.0,32.7,3
,Pau Torres,Villarreal,Defender,,,,,,219.0,4.0,1.0,3.0,0.0,12.0,73.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,326.0,3.0,2.0,1.0,0.0,1080.0,12.0,1080.0,12.0,1.0,0.0,124.2,2
64.0,Paulinho,Sporting CP,Forward,1.0,0.0,5.0,8.0,8.0,31.0,16.0,8.0,7.0,1.0,8.0,23.0,3.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,8.0,201.0,5.0,14.0,2.0,0.0,582.0,8.0,582.0,8.0,3.0,1.0,68.2,1
,Paulo Bernardo,Benfica,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,5.0,0.0,0.0,8.3,3
,Paulo Otávio,Wolfsburg,Defender,,,,,,,,,,,,,,,,,,,,,,417.0,2.0,6.0,0.0,0.0,171.0,4.0,171.0,4.0,0.0,0.0,20.2,3
64.0,Pavard,Bayern,Defender,1.0,0.0,2.0,0.0,10.0,80.0,10.0,2.0,7.0,1.0,10.0,,,,,,,,,,,71.0,9.0,4.0,0.0,0.0,764.0,10.0,764.0,10.0,0.0,1.0,96.7,0
64.0,Pašalić,Atalanta,Midfielder,1.0,0.0,0.0,2.0,5.0,277.0,3.0,1.0,2.0,0.0,5.0,73.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,417.0,2.0,1.0,1.0,0.0,220.0,5.0,220.0,5.0,1.0,1.0,30,2
64.0,Pedraza,Villarreal,Midfielder,1.0,0.0,0.0,9.0,10.0,153.0,6.0,0.0,6.0,0.0,10.0,,,,,,,,,,,201.0,5.0,3.0,1.0,0.0,431.0,10.0,431.0,10.0,0.0,1.0,55.3,0
,Pedri,Barcelona,Midfielder,,,,,,440.0,1.0,0.0,1.0,0.0,2.0,,,,,,,,,,,417.0,2.0,1.0,0.0,0.0,158.0,2.0,158.0,2.0,0.0,0.0,20.7,3
,Pedrinho,Shakhtar Donetsk,Midfielder,,,,,,80.0,10.0,2.0,4.0,4.0,4.0,,,,,,,,,,,201.0,5.0,3.0,0.0,0.0,343.0,4.0,343.0,4.0,0.0,0.0,40.9,0
24.0,Pedro Gonçalves,Sporting CP,Midfielder,2.0,7.0,0.0,10.0,5.0,44.0,13.0,7.0,3.0,3.0,5.0,16.0,4.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,5.0,326.0,3.0,4.0,0.0,0.0,329.0,5.0,329.0,5.0,4.0,2.0,41.3,1
,Pedro Porro,Sporting CP,Defender,,,,,,113.0,8.0,3.0,2.0,3.0,7.0,73.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,146.0,6.0,12.0,2.0,0.0,529.0,7.0,529.0,7.0,1.0,0.0,60.9,2
,Pepe,Porto,Defender,,,,,,347.0,2.0,1.0,1.0,0.0,5.0,,,,,,,,,,,326.0,3.0,6.0,1.0,0.0,349.0,5.0,349.0,5.0,0.0,0.0,39.8,0
,Pepê,Porto,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,3.0,0.0,0.0,5.7,3
,Perin,Juventus,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,1.0,0.0,0.0,4.3,3
